,CD_abs_mean_0,CD_abs_mean_1,CD_abs_mean_2,CD_abs_mean_3,Class_Error,Freerun_Steps,Layer_Activity_0,Layer_Activity_1,Layer_Activity_2,Layer_Activity_3,Layer_Activity_4,Layer_Diversity_0,Layer_Diversity_1,Layer_Diversity_2,Layer_Diversity_3,Layer_Diversity_4,Learnrate,Recon_Error,Temperature,Test_Epoch,Train_Epoch,W_mean_0,W_mean_1,W_mean_2,W_mean_3
0,0.3437420427799225,0.6674414873123169,0.9184167385101318,1.5948550701141357,0.8369,10,7180.6703815460205,5874.722387313843,17005.98344039917,11739.43144416809,9397.622105121613,0.12271605432033539,0.13813039660453796,0.2874167561531067,0.1567024290561676,0.128742054104805,"[0.01, 0.01, 0.01, 0.01]",0.05103301256895065,0.0196507,1.0,0,2.4460396766662598,1.709011197090149,1.0918292999267578,0.7503983974456787
1,0.29542237520217896,0.5182161927223206,0.5190622806549072,1.1038029193878174,0.5774,5,6567.174719810486,6146.407823562622,18666.86156463623,10660.051147460938,4618.830783843994,0.12427825480699539,0.13276679813861847,0.2697433531284332,0.11300522834062576,0.1282939612865448,[0.01 0.01 0.01 0.01],0.044362783432006836,0.0193014,6.0,1,2.471191644668579,1.7109113931655884,1.0926557779312134,0.7443599700927734
2,0.29070422053337097,0.5514997243881226,0.5101404786109924,0.8454707860946655,0.4842,5,6525.218719482422,6278.165660858154,19185.86478805542,10174.936058044434,4725.003324985504,0.12215729802846909,0.13437524437904358,0.2462822049856186,0.09660358726978302,0.11784959584474564,[0.01 0.01 0.01 0.01],0.041995808482170105,0.0189521,11.0,2,2.494971752166748,1.713363528251648,1.0935701131820679,0.741957426071167
3,0.2679351568222046,0.5102882385253906,0.47791028022766113,0.7117232084274292,0.4286,5,6505.762385368347,6412.139813423157,19259.378860473633,10087.3503074646,4884.270426750183,0.12324686348438263,0.13302502036094666,0.23556214570999146,0.0879397913813591,0.11503756791353226,[0.01 0.01 0.01 0.01],0.040811873972415924,0.0186028,16.0,3,2.517110824584961,1.7161293029785156,1.0943832397460938,0.7414510846138
4,0.26619166135787964,0.5240601301193237,0.4408699870109558,0.7831516861915588,0.4127,5,6500.656202316284,6504.955736160278,19250.548374176025,10103.323343276978,4948.131851196289,0.12358520925045013,0.13205614686012268,0.23059041798114777,0.08490326255559921,0.12136011570692062,[0.01 0.01 0.01 0.01],0.040093112736940384,0.0182535,21.0,4,2.537942886352539,1.7190425395965576,1.0951043367385864,0.7419458627700806
5,0.24789565801620483,0.49252450466156006,0.4196581244468689,0.6494030952453613,0.4028,5,6506.68443107605,6521.163460731506,19193.46598815918,10192.565948486328,4980.611301422119,0.1284005343914032,0.13226109743118286,0.22879523038864136,0.08361032605171204,0.1269756555557251,[0.009 0.009 0.009 0.009],0.039789941161870956,0.017904200000000002,26.0,5,2.557009220123291,1.7217800617218018,1.0958340167999268,0.7429623603820801
6,0.2519790828227997,0.4749119281768799,0.41017693281173706,0.6815842390060425,0.4094,5,6512.676982879639,6454.758541107178,19197.914756774902,10271.463668823242,5004.004828453064,0.12749463319778442,0.12773896753787994,0.22077983617782593,0.07823064178228378,0.12408963590860367,[0.009 0.009 0.009 0.009],0.04066834971308708,0.017554900000000002,31.0,6,2.573277235031128,1.7241307497024536,1.0964875221252441,0.7441436052322388
7,0.2524763345718384,0.4754377007484436,0.3918229043483734,0.5850459933280945,0.4077,5,6513.451642036438,6352.360145568848,19212.188816070557,10355.505367279053,4997.5209493637085,0.1304604858160019,0.12987497448921204,0.2175448089838028,0.0794428214430809,0.13518297672271729,[0.009 0.009 0.009 0.009],0.04154757410287857,0.0172056,36.0,7,2.5881094932556152,1.7263453006744385,1.0970557928085327,0.7454671859741211
8,0.24611522257328033,0.46260127425193787,0.3756009638309479,0.507868230342865,0.4111,5,6526.950771331787,6207.794320106506,19229.374046325684,10431.984382629395,5010.175482749939,0.13148558139801025,0.12768757343292236,0.21115325391292572,0.08034326136112213,0.12617728114128113,[0.009 0.009 0.009 0.009],0.0419221967458725,0.0168563,41.0,8,2.601900339126587,1.7283906936645508,1.0977116823196411,0.7468889355659485
9,0.24763484299182892,0.46051573753356934,0.34257352352142334,0.5629849433898926,0.4127,5,6526.744176864624,6073.768520355225,19309.390419006348,10506.089357376099,4993.9973430633545,0.13384704291820526,0.12594613432884216,0.21272115409374237,0.07641974091529846,0.14212873578071594,[0.009 0.009 0.009 0.009],0.042041756212711334,0.016507,46.0,9,2.614596128463745,1.730454444885254,1.0982447862625122,0.7483317255973816
