,CD_abs_mean_0,CD_abs_mean_1,CD_abs_mean_2,CD_abs_mean_3,Class_Error,Freerun_Steps,Layer_Activity_0,Layer_Activity_1,Layer_Activity_2,Layer_Activity_3,Layer_Activity_4,Layer_Diversity_0,Layer_Diversity_1,Layer_Diversity_2,Layer_Diversity_3,Layer_Diversity_4,Learnrate,Recon_Error,Temperature,Test_Epoch,Train_Epoch,W_mean_0,W_mean_1,W_mean_2,W_mean_3
0,0.9356284141540527,1.3311071395874023,1.0054293870925903,1.6383806467056274,0.876,10,6726.594633102417,18320.140149116516,18964.671894073486,16810.19857788086,7531.075666427612,0.10864604264497757,0.24000319838523865,0.17726336419582367,0.12395155429840088,0.16738486289978027,"[0.01, 0.01, 0.01, 0.01]",0.06424327194690704,0.0196507,1.0,0,0.9999999403953552,0.9999995231628418,1.0000001192092896,0.9857125282287598
1,0.7711969017982483,1.1190258264541626,0.7069029808044434,1.0038907527923584,0.7905,5,6563.16740322113,19301.692268371582,18769.487022399902,15806.84606552124,5044.455392837524,0.11222022026777267,0.2520875930786133,0.16545364260673523,0.11885400116443634,0.182516947388649,[0.01 0.01 0.01 0.01],0.051581233739852905,0.0193014,6.0,1,0.9999998211860657,1.000000238418579,0.9999999403953552,0.9905880093574524
2,0.6911404132843018,0.9448343515396118,0.5724470615386963,0.8943977355957031,0.7925,5,6562.509899139404,19118.521408081055,18409.14478302002,15730.528581619263,5134.973431587219,0.11491703987121582,0.24923855066299438,0.1507551074028015,0.1145048514008522,0.17261645197868347,[0.01 0.01 0.01 0.01],0.04727061465382576,0.0189521,11.0,2,1.000000238418579,0.9999999403953552,0.9999964833259583,0.9961004853248596
3,0.6356815695762634,0.7934706807136536,0.5530189275741577,0.7073746919631958,0.7913,5,6569.113199234009,18881.945566177368,18386.65211868286,15572.330434799194,5094.137331962585,0.1177215427160263,0.25412872433662415,0.14529165625572205,0.1158314123749733,0.16700100898742676,[0.01 0.01 0.01 0.01],0.04443807154893875,0.0186028,16.0,3,0.9999999403953552,0.9999999403953552,1.0,1.0000001192092896
4,0.6596971750259399,0.8858535885810852,0.5161855220794678,0.6416108012199402,0.7927,5,6561.565014839172,18723.960735321045,18450.5205078125,15489.859819412231,5079.023111343384,0.11972539871931076,0.2520296275615692,0.14838726818561554,0.11879993975162506,0.16495324671268463,[0.01 0.01 0.01 0.01],0.042087044566869736,0.0182535,21.0,4,1.0,1.0,1.0,1.0000001192092896
5,0.6252269148826599,0.7994646430015564,0.4766220152378082,0.639967143535614,0.8073,5,6559.817196846008,18477.993438720703,18448.518936157227,15462.389242172241,5064.05352973938,0.1220502033829689,0.2523319721221924,0.146581768989563,0.12126410752534866,0.16799670457839966,[0.009 0.009 0.009 0.009],0.040259622037410736,0.017904200000000002,26.0,5,0.9999998211860657,1.0,0.9999998807907104,1.0
6,0.5999724268913269,0.8290569186210632,0.4660607874393463,0.59212327003479,0.8081,5,6569.183632850647,18148.22438430786,18533.61709213257,15411.583364486694,5043.83176612854,0.12283982336521149,0.25410541892051697,0.14219646155834198,0.12206264585256577,0.16922354698181152,[0.009 0.009 0.009 0.009],0.03997328504920006,0.017554900000000002,31.0,6,0.9999997019767761,1.0,0.9999973177909851,0.9999999403953552
7,0.6213207244873047,0.77630615234375,0.5017727017402649,0.4880750775337219,0.8021,5,6553.259062767029,17886.892307281494,18567.761917114258,15392.78953742981,5061.456658363342,0.12197960913181305,0.2483615279197693,0.14215902984142303,0.12202656269073486,0.1734062284231186,[0.009 0.009 0.009 0.009],0.040062468498945236,0.0172056,36.0,7,0.9999998807907104,0.9999997615814209,0.9999975562095642,0.9999999403953552
8,0.6227355003356934,0.8207662105560303,0.41688841581344604,0.40419650077819824,0.8052,5,6544.74227142334,17732.361656188965,18655.2283744812,15385.312273025513,5047.291266441345,0.12369456142187119,0.25035297870635986,0.14559096097946167,0.12209680676460266,0.17179067432880402,[0.009 0.009 0.009 0.009],0.039878662675619125,0.0168563,41.0,8,0.9999998807907104,0.9999999403953552,1.0,1.0
9,0.5788317918777466,0.7477003335952759,0.46536728739738464,0.4696436822414398,0.8103,5,6557.87384223938,17424.024850845337,18784.271320343018,15368.40089225769,5036.865480422974,0.12436427175998688,0.24638880789279938,0.14099763333797455,0.12043469399213791,0.17340725660324097,[0.009 0.009 0.009 0.009],0.03983551636338234,0.016507,46.0,9,0.9999999403953552,1.0000001192092896,1.0,0.9999999403953552
