,CD_abs_mean_0,CD_abs_mean_1,CD_abs_mean_2,CD_abs_mean_3,Class_Error,Freerun_Steps,Layer_Activity_0,Layer_Activity_1,Layer_Activity_2,Layer_Activity_3,Layer_Activity_4,Layer_Diversity_0,Layer_Diversity_1,Layer_Diversity_2,Layer_Diversity_3,Layer_Diversity_4,Learnrate,Recon_Error,Temperature,Test_Epoch,Train_Epoch,W_mean_0,W_mean_1,W_mean_2,W_mean_3
0,0.45455604791641235,0.9771580100059509,0.878699779510498,1.8613557815551758,0.9258,10,6935.799012184143,8355.18663406372,24309.898391723633,15662.53056716919,9636.611003875732,0.12118033319711685,0.1355285793542862,0.22441761195659637,0.0755714625120163,0.077076755464077,"[0.01, 0.01, 0.01, 0.01]",0.04807645082473755,0.0196507,1.0,0,3.6409337520599365,2.827666997909546,1.6587817668914795,0.9494594931602478
1,0.33267056941986084,0.6313413977622986,0.4927823543548584,1.0872780084609985,0.7257,5,6534.804252624512,7326.043637275696,27165.81679916382,13697.728185653687,4211.107406139374,0.11950983852148056,0.12993714213371277,0.21340008080005646,0.06364205479621887,0.10266781598329544,[0.01 0.01 0.01 0.01],0.042279504239559174,0.0193014,6.0,1,3.661525011062622,2.82790470123291,1.659771203994751,0.946067750453949
2,0.32349225878715515,0.6730971932411194,0.49040931463241577,0.8360453844070435,0.6623,5,6521.423621177673,7126.547766685486,27643.41163253784,13125.92486000061,4682.268081665039,0.12317558377981186,0.1268243044614792,0.20611168444156647,0.05354856699705124,0.09019886702299118,[0.01 0.01 0.01 0.01],0.04025206342339516,0.0189521,11.0,2,3.681279182434082,2.828810691833496,1.6606541872024536,0.945157527923584
3,0.29702430963516235,0.5952457785606384,0.41577690839767456,0.8315925598144531,0.6402,5,6525.024888038635,7004.570587158203,27941.62389755249,12883.560098648071,4844.183184623718,0.12138162553310394,0.12543447315692902,0.190520778298378,0.05090538412332535,0.09626379609107971,[0.01 0.01 0.01 0.01],0.0390036478638649,0.0186028,16.0,3,3.6995959281921387,2.8299384117126465,1.6614363193511963,0.9453821778297424
4,0.2862606644630432,0.5774262547492981,0.3842167556285858,0.6075209975242615,0.639,5,6526.000414848328,6905.610223770142,28154.715503692627,12775.500421524048,4921.211643218994,0.12402275949716568,0.12146712839603424,0.18692511320114136,0.05077391490340233,0.10578371584415436,[0.01 0.01 0.01 0.01],0.03868057578802109,0.0182535,21.0,4,3.7165942192077637,2.8310205936431885,1.6620252132415771,0.9461310505867004
5,0.27909910678863525,0.5879318118095398,0.3659748136997223,0.6330699920654297,0.6334,5,6523.341236114502,6795.334197998047,28320.57638168335,12729.464500427246,4950.59698343277,0.12462113052606583,0.12206201255321503,0.17911890149116516,0.049032099545001984,0.1043357327580452,[0.009 0.009 0.009 0.009],0.03878985345363617,0.017904200000000002,26.0,5,3.7323226928710938,2.8321449756622314,1.6625895500183105,0.9472422003746033
6,0.28121110796928406,0.6238505840301514,0.3651290237903595,0.6099852323532104,0.6344,5,6519.970426559448,6696.520888328552,28473.69598388672,12753.150817871094,4981.783802032471,0.1261124461889267,0.11823035776615143,0.17006200551986694,0.049120981246232986,0.10857001692056656,[0.009 0.009 0.009 0.009],0.03992253541946411,0.017554900000000002,31.0,6,3.7456471920013428,2.8331429958343506,1.6630797386169434,0.9484425187110901
7,0.26329007744789124,0.5920756459236145,0.3907322287559509,0.5467382669448853,0.6289,5,6521.658365249634,6603.409426689148,28601.47259902954,12754.366806030273,4994.196459770203,0.12647461891174316,0.11844377964735031,0.17015637457370758,0.04962761327624321,0.11540249735116959,[0.009 0.009 0.009 0.009],0.04052465036511421,0.0172056,36.0,7,3.7580597400665283,2.8342316150665283,1.6635000705718994,0.9497889280319214
8,0.25301218032836914,0.5216869115829468,0.28697335720062256,0.5072417259216309,0.6254,5,6529.682913780212,6506.220707893372,28764.55139541626,12743.73256111145,4997.672330856323,0.1283888965845108,0.11301988363265991,0.16665847599506378,0.05238496512174606,0.11968636512756348,[0.009 0.009 0.009 0.009],0.04086639732122421,0.0168563,41.0,8,3.7696609497070312,2.8351821899414062,1.6638514995574951,0.9511767625808716
9,0.23451237380504608,0.5307254791259766,0.3609248399734497,0.48826250433921814,0.6223,5,6529.138954162598,6412.73611164093,28913.9965133667,12735.557165145874,5005.112117767334,0.12737831473350525,0.11118952184915543,0.15898777544498444,0.049160782247781754,0.11865746229887009,[0.009 0.009 0.009 0.009],0.04088946804404259,0.016507,46.0,9,3.780365467071533,2.836078643798828,1.6641716957092285,0.9525910019874573
10,0.24813969433307648,0.5174943804740906,0.2940845787525177,0.6551550626754761,0.5916,5,6527.7678899765015,6329.656814575195,29032.118991851807,12744.073240280151,4995.868000030518,0.12811404466629028,0.10985055565834045,0.15259627997875214,0.04973914846777916,0.1291523575782776,[0.009 0.009 0.009 0.009],0.04061438888311386,0.0161577,50.0,10,3.790229082107544,2.836925506591797,1.6645015478134155,0.9540603160858154
11,0.25183138251304626,0.5473536849021912,0.27789491415023804,0.5146039724349976,,5,6529.592193603516,6247.257248878479,29178.145385742188,12726.417789459229,5005.824449539185,0.132139191031456,0.1065526232123375,0.15281403064727783,0.051042936742305756,0.13705946505069733,[0.009 0.009 0.009 0.009],,0.0158084,,11,3.798358917236328,2.837568759918213,1.664777398109436,0.9553886651992798
12,0.2432888299226761,0.5444746613502502,0.37194710969924927,0.4236443042755127,,5,6528.229467391968,6170.80926990509,29304.315643310547,12679.8911819458,4981.096974372864,0.12909427285194397,0.10864082723855972,0.1402103453874588,0.049467142671346664,0.13068540394306183,[0.009 0.009 0.009 0.009],,0.0154591,,12,3.805939197540283,2.8382699489593506,1.6650289297103882,0.9567199349403381
13,0.2318698614835739,0.5047567486763,0.3459855020046234,0.6535685658454895,,5,6520.846253395081,6098.556673049927,29412.172538757324,12660.301593780518,4979.670229911804,0.12998853623867035,0.1031198650598526,0.13896141946315765,0.04717600718140602,0.132867231965065,[0.009 0.009 0.009 0.009],,0.0151098,,13,3.812835693359375,2.838775873184204,1.665241003036499,0.9580257534980774
14,0.22242048382759094,0.4717772603034973,0.29875296354293823,0.3814070224761963,,5,6533.142144203186,6023.348578453064,29540.028327941895,12605.150457382202,4991.894461631775,0.13293735682964325,0.10273081064224243,0.13580864667892456,0.04799110069870949,0.1385016292333603,[0.009 0.009 0.009 0.009],,0.014760500000000001,,14,3.819221019744873,2.839339256286621,1.665490984916687,0.9593754410743713
15,0.22759446501731873,0.5079343914985657,0.28911471366882324,0.43877020478248596,,5,6532.467267990112,5935.770425796509,29651.736225128174,12576.380712509155,4986.839863777161,0.13238023221492767,0.09964791685342789,0.12840303778648376,0.04770749434828758,0.1393427848815918,[0.008 0.008 0.008 0.008],,0.0144112,,15,3.825106143951416,2.8398399353027344,1.6656981706619263,0.9607461094856262
16,0.2176620364189148,0.45418670773506165,0.2753579020500183,0.48036226630210876,,5,6533.341144561768,5862.169609069824,29756.164165496826,12576.769563674927,5021.221617698669,0.1322488635778427,0.09925547987222672,0.12607941031455994,0.04709838703274727,0.1355680227279663,[0.008 0.008 0.008 0.008],,0.0140619,,16,3.8298487663269043,2.8402652740478516,1.6658334732055664,0.9619733095169067
17,0.21665018796920776,0.4667765498161316,0.3385067880153656,0.44895297288894653,,5,6528.8562479019165,5785.13701915741,29831.58964920044,12583.489873886108,5063.299515724182,0.13341541588306427,0.09861582517623901,0.12549012899398804,0.047305166721343994,0.14667893946170807,[0.008 0.008 0.008 0.008],,0.013712600000000002,,17,3.8341097831726074,2.840702533721924,1.6659678220748901,0.9632006883621216
18,0.20730382204055786,0.43335917592048645,0.3257770538330078,0.36492571234703064,,5,6531.905099868774,5710.026321411133,29912.044815063477,12629.319313049316,5100.766596794128,0.1326994001865387,0.0947989970445633,0.12028932571411133,0.04770251363515854,0.14392465353012085,[0.008 0.008 0.008 0.008],,0.013363300000000002,,18,3.837982416152954,2.841123342514038,1.6660840511322021,0.964422881603241
19,0.20581194758415222,0.4332609474658966,0.24076434969902039,0.28294724225997925,,5,6525.49440574646,5634.62611579895,29993.84966278076,12661.590654373169,5056.5420932769775,0.12932941317558289,0.09105633944272995,0.11033770442008972,0.04872110113501549,0.15264995396137238,[0.008 0.008 0.008 0.008],,0.013014000000000001,,19,3.8414485454559326,2.8414952754974365,1.666193962097168,0.9655807614326477
20,0.2081712931394577,0.43330565094947815,0.2828669846057892,0.30031126737594604,,5,6531.2159814834595,5559.26952457428,30082.26569366455,12679.172031402588,5028.417845249176,0.13420821726322174,0.08992113918066025,0.11057479679584503,0.047610171139240265,0.14770689606666565,[0.008 0.008 0.008 0.008],,0.012664700000000001,,20,3.8445653915405273,2.8418784141540527,1.6662715673446655,0.9667044281959534
21,0.20631061494350433,0.43384110927581787,0.268736869096756,0.5377182960510254,,5,6524.6738386154175,5501.422585487366,30144.562042236328,12682.213987350464,5015.544315338135,0.13364654779434204,0.092117540538311,0.10772594064474106,0.05021978169679642,0.15055736899375916,[0.008 0.008 0.008 0.008],,0.0123154,,21,3.846895933151245,2.8421478271484375,1.666337490081787,0.9676552414894104
22,0.20286884903907776,0.42368143796920776,0.24423351883888245,0.469870388507843,,5,6531.06872844696,5439.892427444458,30199.773990631104,12684.574642181396,4994.992325782776,0.13414216041564941,0.08792351931333542,0.10399309545755386,0.04780159890651703,0.15314733982086182,[0.008 0.008 0.008 0.008],,0.0119661,,22,3.8490471839904785,2.8423831462860107,1.666419267654419,0.9685676097869873
23,0.20018935203552246,0.41812509298324585,0.21461260318756104,0.5360220670700073,,5,6526.363014221191,5370.917568206787,30261.55503845215,12684.31649017334,5005.3526821136475,0.13550828397274017,0.08704077452421188,0.10191041231155396,0.049877241253852844,0.1485719382762909,[0.008 0.008 0.008 0.008],,0.0116168,,23,3.850853204727173,2.842684030532837,1.6664762496948242,0.9694483280181885
24,0.19170692563056946,0.38645532727241516,0.2893538773059845,0.46609973907470703,,5,6531.28609085083,5308.431843757629,30304.947509765625,12687.507457733154,4994.343234062195,0.1358175277709961,0.08522263169288635,0.10182903707027435,0.049045562744140625,0.15399178862571716,[0.008 0.008 0.008 0.008],,0.011267500000000001,,24,3.8523237705230713,2.8429512977600098,1.6665159463882446,0.9702771306037903
25,0.19698971509933472,0.3929253816604614,0.24771027266979218,0.39750319719314575,,5,6539.719647407532,5242.289279937744,30353.472717285156,12695.680389404297,4998.962607383728,0.13633623719215393,0.08669465780258179,0.10328402370214462,0.05060585215687752,0.1614847481250763,[0.008 0.008 0.008 0.008],,0.010918200000000001,,25,3.8534915447235107,2.8431432247161865,1.666564702987671,0.9710848331451416
26,0.18552502989768982,0.3562909662723541,0.1869528889656067,0.280239075422287,,5,6536.802509307861,5176.152770996094,30395.79737472534,12691.028049468994,4996.170400619507,0.1372273862361908,0.08250083029270172,0.09798156470060349,0.050070151686668396,0.16109655797481537,[0.008 0.008 0.008 0.008],,0.0105689,,26,3.854316234588623,2.843317985534668,1.666588544845581,0.9717164039611816
27,0.179372638463974,0.36166298389434814,0.15564371645450592,0.39143890142440796,,5,6525.691258430481,5122.632471084595,30438.36329650879,12689.300918579102,4983.095799446106,0.13791945576667786,0.08145204931497574,0.09965948760509491,0.0515504889190197,0.15958645939826965,[0.007 0.007 0.007 0.007],,0.0102196,,27,3.854877471923828,2.8434908390045166,1.6666030883789062,0.9723315238952637
28,0.17975179851055145,0.34460580348968506,0.2581480145454407,0.46514588594436646,,5,6528.564874649048,5061.228039741516,30468.68992996216,12694.863260269165,4991.810859680176,0.13611677289009094,0.07993800938129425,0.09212594479322433,0.04869353398680687,0.15237422287464142,[0.007 0.007 0.007 0.007],,0.01,,28,3.855290412902832,2.843662738800049,1.6666163206100464,0.9729424118995667
29,0.1741170585155487,0.3654939532279968,0.241785928606987,0.3885301649570465,,5,6530.510019302368,5006.5582818984985,30506.336780548096,12696.206621170044,4997.873202323914,0.13385577499866486,0.07882770150899887,0.09205334633588791,0.04995542764663696,0.1589215248823166,[0.007 0.007 0.007 0.007],,0.01,,29,3.8557517528533936,2.8437774181365967,1.6666337251663208,0.9735308289527893
30,0.17499792575836182,0.3255358040332794,0.21082937717437744,0.3400720953941345,,5,6535.4251499176025,4964.154767990112,30539.527381896973,12694.039918899536,4996.348387718201,0.13429293036460876,0.07806064188480377,0.08898670971393585,0.04889657348394394,0.1635122448205948,[0.007 0.007 0.007 0.007],,0.01,,30,3.856276035308838,2.8438942432403564,1.6666399240493774,0.9741200804710388
31,0.17615534365177155,0.3661372661590576,0.18845516443252563,0.3912007212638855,,5,6535.616255760193,4935.316163063049,30569.984634399414,12698.69447517395,5005.4086236953735,0.13514591753482819,0.0789177268743515,0.09413278847932816,0.05154835432767868,0.16465675830841064,[0.007 0.007 0.007 0.007],,0.01,,31,3.8568060398101807,2.843987464904785,1.6666316986083984,0.9746488928794861
32,0.1829313039779663,0.3451668918132782,0.20730772614479065,0.29493314027786255,,5,6530.455629348755,4913.283224105835,30576.77170562744,12708.035537719727,5005.573916435242,0.1360880583524704,0.07650896906852722,0.09356022626161575,0.05049201101064682,0.16121864318847656,[0.007 0.007 0.007 0.007],,0.01,,32,3.8574280738830566,2.8440940380096436,1.6666383743286133,0.9751856327056885
33,0.17266851663589478,0.33177438378334045,0.21421240270137787,0.49310368299484253,,5,6534.0367603302,4888.294538497925,30596.91722869873,12713.969924926758,5025.849073410034,0.13244855403900146,0.07601843029260635,0.08704040199518204,0.04867687076330185,0.15725582838058472,[0.007 0.007 0.007 0.007],,0.01,,33,3.8581087589263916,2.8442113399505615,1.6666432619094849,0.9757263660430908
34,0.1814914494752884,0.35006099939346313,0.178154855966568,0.44174256920814514,,5,6533.669196128845,4871.761061668396,30610.584815979004,12708.124542236328,5010.878637313843,0.1379678100347519,0.07845742255449295,0.0914178416132927,0.05095081403851509,0.1588272601366043,[0.007 0.007 0.007 0.007],,0.01,,34,3.858794927597046,2.8443124294281006,1.6666516065597534,0.9762621521949768
35,0.1791931837797165,0.32277679443359375,0.14510273933410645,0.3127143979072571,,5,6529.28354549408,4854.631934165955,30624.04209136963,12724.424787521362,5009.46049785614,0.13656635582447052,0.07607723772525787,0.09273353964090347,0.05187296122312546,0.15872184932231903,[0.007 0.007 0.007 0.007],,0.01,,35,3.8595283031463623,2.844407320022583,1.6666550636291504,0.9768006801605225
36,0.1671203374862671,0.3089231550693512,0.14989691972732544,0.4593895971775055,,5,6529.72919178009,4837.3411502838135,30643.536155700684,12721.240983963013,5012.842925071716,0.13270890712738037,0.07413309067487717,0.08719281852245331,0.05082228407263756,0.16431201994419098,[0.007 0.007 0.007 0.007],,0.01,,36,3.8602821826934814,2.844536304473877,1.6666628122329712,0.9773454070091248
37,0.1696736067533493,0.32862168550491333,0.20019257068634033,0.40072864294052124,,5,6530.233505249023,4822.241126060486,30645.52452468872,12725.643228530884,5020.4533042907715,0.1342736929655075,0.07595657557249069,0.09036717563867569,0.05216861143708229,0.16432644426822662,[0.007 0.007 0.007 0.007],,0.01,,37,3.8610432147979736,2.8446478843688965,1.666678547859192,0.9778851866722107
38,0.17599232494831085,0.3547886610031128,0.21681511402130127,0.4258155822753906,,5,6530.047996520996,4810.886412620544,30657.517932891846,12731.472213745117,5020.048274040222,0.13806134462356567,0.07662041485309601,0.09185279905796051,0.05021160468459129,0.15740446746349335,[0.007 0.007 0.007 0.007],,0.01,,38,3.8618297576904297,2.8447484970092773,1.666703701019287,0.9784175753593445
